epoch,train_loss,train_auc_roc,train_recall,val_loss,val_auc_roc,val_recall,val_precision,val_f1,val_fpr
47,0.027989449153343837,0.9996883986836029,0.9949843260188088,0.6010333796342214,0.9632215783483982,0.8208955223880597,0.8995327102803738,0.8584169453734671,0.05276073619631905
48,0.02420802405104041,0.9995270619614077,0.9956112852664577,0.6021795641808283,0.963201956911324,0.8208955223880597,0.8995327102803738,0.8584169453734671,0.05276073619631905
49,0.024262082452575367,0.9997481090881412,0.9943573667711598,0.6017876735755375,0.9632071892945439,0.8208955223880597,0.8995327102803738,0.8584169453734671,0.05276073619631905
50,0.02439398075764378,0.9997182538858721,0.9956112852664577,0.602007405388923,0.9632006488155193,0.8208955223880597,0.8995327102803738,0.8584169453734671,0.05276073619631905
51,0.025248483264197905,0.9995043245557061,0.9962382445141066,0.6022754247699466,0.9631875678574697,0.8208955223880597,0.8995327102803738,0.8584169453734671,0.05276073619631905
52,0.025135030852009854,0.9994380895043147,0.9949843260188088,0.6019810970340457,0.9631967245281045,0.8208955223880597,0.8995327102803738,0.8584169453734671,0.05276073619631905
53,0.025461207988361517,0.9994942410105689,0.9962382445141066,0.602231278305962,0.9631901840490797,0.8208955223880597,0.8995327102803738,0.8584169453734671,0.05276073619631905
54,0.02593913036088149,0.9997409912915736,0.9956112852664577,0.6021731751305717,0.9631928002406895,0.8208955223880597,0.8995327102803738,0.8584169453734671,0.05276073619631905
55,0.02730944860105713,0.9996215704824976,0.9962382445141066,0.6023355353446234,0.9631875678574698,0.8208955223880597,0.8995327102803738,0.8584169453734671,0.05276073619631905
56,0.025809327848255636,0.99962493166421,0.9937304075235109,0.6025096951496034,0.9631901840490796,0.8208955223880597,0.8995327102803738,0.8584169453734671,0.05276073619631905
57,0.024068472509582838,0.9995497993671093,0.9956112852664577,0.6024205187956492,0.9631888759532747,0.8208955223880597,0.8995327102803738,0.8584169453734671,0.05276073619631905
58,0.025950866155326366,0.9995187578654123,0.9956112852664577,0.6022586893467676,0.9631901840490797,0.8208955223880597,0.8995327102803738,0.8584169453734671,0.05276073619631905
